9.475420229136943817e-03,1.251151668839156628e-03,8.373071551322937012e-01,1.397121512114116726e+00
6.634141784161329269e-03,1.102837175130844116e-02,9.838525056838989258e-01,1.403753995135604615e+00
3.117645392194390297e-03,6.979463621973991394e-03,1.238012671470642090e+00,1.410386478157092505e+00
3.902045777067542076e-03,2.734259935095906258e-03,1.438943266868591309e+00,1.404850315233602931e+00
7.189333438873291016e-03,-1.065935211954638362e-04,1.639990448951721191e+00,1.404070049234711570e+00
5.377719644457101822e-03,1.361841242760419846e-02,1.839668631553649902e+00,1.400831305746806699e+00
3.924597054719924927e-03,3.270421642810106277e-03,2.040607929229736328e+00,1.397297120309041185e+00
4.219240508973598480e-03,6.123051047325134277e-03,2.241167545318603516e+00,1.400009031670001569e+00
4.157999996095895767e-03,8.688856847584247589e-03,2.441908597946166992e+00,1.396530692846125188e+00
2.914566546678543091e-03,1.629170496016740799e-03,2.642326831817626953e+00,1.402739818163386332e+00
6.961726117879152298e-03,5.946820019744336605e-04,2.843031644821166992e+00,1.399399536361180640e+00
1.810741424560546875e-02,-1.236846554093062878e-03,3.043166637420654297e+00,1.397551486799688991e+00
9.534812532365322113e-03,-4.190948326140642166e-03,3.243885993957519531e+00,1.405548144518676601e+00
6.771023385226726532e-03,-3.348123980686068535e-03,3.444499015808105469e+00,1.401354947473596901e+00
8.174068294465541840e-03,-2.087183296680450439e-03,3.645030498504638672e+00,1.403452294462985916e+00
2.190059749409556389e-03,3.948880825191736221e-03,3.845041751861572266e+00,1.402447552711077572e+00
3.544400213286280632e-03,-6.047628819942474365e-03,4.045802116394042969e+00,1.397582846333611517e+00
5.964856129139661789e-03,2.919290680438280106e-03,4.246265411376953125e+00,1.409332771931904649e+00
-5.630763480439782143e-04,-2.092832233756780624e-03,4.446529865264892578e+00,1.401339155406306158e+00
7.363109383732080460e-03,-4.692599177360534668e-03,4.647547245025634766e+00,1.403957353589146750e+00
4.780881106853485107e-03,1.952812890522181988e-03,4.847942352294921875e+00,1.404632386632503227e+00
5.076972302049398422e-03,5.917889531701803207e-03,5.048628330230712891e+00,1.404004456701750003e+00
9.151995182037353516e-03,1.531207119114696980e-03,5.249028205871582031e+00,1.407186037454088323e+00
1.401036977767944336e-02,-1.310525811277329922e-03,5.449897289276123047e+00,1.404200239303383002e+00
1.579443179070949554e-02,2.261772984638810158e-03,5.650618553161621094e+00,1.405825546987285124e+00
-2.019902458414435387e-03,-2.986251143738627434e-03,5.850193500518798828e+00,1.403417148054414199e+00
-1.472583971917629242e-03,-7.226356770843267441e-03,6.051096916198730469e+00,1.397995660990344780e+00
5.842892453074455261e-03,-5.869812797755002975e-03,6.251537322998046875e+00,1.400446509420982588e+00
-5.475451704114675522e-03,-1.368258614093065262e-02,6.451682567596435547e+00,1.393513023940654350e+00
5.131065379828214645e-03,-1.757372729480266571e-02,6.652521610260009766e+00,1.400257014514769027e+00
2.118206350132822990e-03,7.955812616273760796e-04,6.852019786834716797e+00,1.398632251587381248e+00
4.005373455584049225e-03,-2.093287650495767593e-03,7.052705287933349609e+00,1.399267159872864541e+00
5.889952648431062698e-03,1.697066007182002068e-03,7.252969741821289062e+00,1.405534498085311057e+00
6.048272829502820969e-03,-6.749492604285478592e-04,7.453298091888427734e+00,1.398071404602428514e+00
7.018708274699747562e-04,1.225596875883638859e-03,7.653903007507324219e+00,1.406374600373637929e+00
-5.803025793284177780e-03,1.259561744518578053e-03,7.854463577270507812e+00,1.403273381628409311e+00
-8.255227585323154926e-04,-8.513697423040866852e-03,8.055610656738281250e+00,1.403435274446728442e+00
3.050939878448843956e-03,9.613003581762313843e-03,8.254754066467285156e+00,1.401988136528768525e+00
4.197453614324331284e-03,1.427241135388612747e-02,8.454725265502929688e+00,1.403914550749375989e+00
1.064455136656761169e-03,1.329863443970680237e-03,8.655948638916015625e+00,1.405938896423800877e+00
-3.736267099156975746e-03,4.606343340128660202e-03,8.856425285339355469e+00,1.406232289936768520e+00
-6.995714269578456879e-03,5.623498000204563141e-04,9.057008743286132812e+00,1.405192066952947627e+00
-2.361726248636841774e-03,-3.142810426652431488e-03,9.257590293884277344e+00,1.405355361203035613e+00
-3.808754030615091324e-03,-2.830064389854669571e-03,9.458212852478027344e+00,1.397265164008177685e+00
-2.857832238078117371e-03,-5.027717561461031437e-04,9.658906936645507812e+00,1.401769099287159648e+00
4.778733476996421814e-03,-2.969028661027550697e-03,9.859361648559570312e+00,1.403484644380401436e+00
3.144066722597926855e-04,-3.206458175554871559e-03,1.006002998352050781e+01,1.404327492991362725e+00
