7.256864011287689209e-02,1.465502530336380005e-01,6.763135910034179688e+00,1.234644370898708043e+00
3.207315877079963684e-02,7.028726488351821899e-02,6.577768325805664062e+00,1.309378330395339685e+00
1.842758245766162872e-02,9.722212329506874084e-03,6.383930206298828125e+00,1.362987247395127444e+00
2.229427685961127281e-03,5.400906782597303391e-03,6.179492950439453125e+00,1.384167319504478577e+00
2.289978554472327232e-03,-1.271935063414275646e-03,5.974556922912597656e+00,1.381342322698347225e+00
-9.183518122881650925e-04,6.649857969023287296e-04,5.769456863403320312e+00,1.387384735033163397e+00
-2.626997047627810389e-05,2.570238430052995682e-03,5.564203262329101562e+00,1.382119158514208301e+00
-3.596036694943904877e-03,-2.234376035630702972e-03,5.358882427215576172e+00,1.383872386687589273e+00
2.980445511639118195e-03,1.229029032401740551e-03,5.153966903686523438e+00,1.389481306676786376e+00
-1.320103765465319157e-04,-2.168382052332162857e-04,4.948670387268066406e+00,1.382513473442812391e+00
2.571666555013507605e-04,5.435982602648437023e-04,4.743417739868164062e+00,1.388194168847362242e+00
-1.570294960401952267e-03,2.437663788441568613e-04,4.538219451904296875e+00,1.384303604718991387e+00
-2.242429647594690323e-03,-2.114995848387479782e-03,4.332974910736083984e+00,1.385461078879322683e+00
-4.537712316960096359e-03,-5.929973907768726349e-03,4.127908229827880859e+00,1.388075004360886489e+00
-4.174646455794572830e-03,-3.277434734627604485e-03,3.922585487365722656e+00,1.382062780438949368e+00
1.084705698303878307e-03,1.581499003805220127e-03,3.717426538467407227e+00,1.391335199034281489e+00
-6.793183274567127228e-04,2.315738238394260406e-04,3.512341737747192383e+00,1.381336342478187484e+00
4.619766026735305786e-03,-2.139451913535594940e-03,3.307387113571166992e+00,1.380864272712487573e+00
8.766117505729198456e-03,3.195473691448569298e-04,3.102344036102294922e+00,1.381942461716243464e+00
1.033364445902407169e-03,-5.672573461197316647e-04,2.897279262542724609e+00,1.378101477052345203e+00
1.189449429512023926e-02,-7.700968068093061447e-03,2.692616462707519531e+00,1.381560289256551721e+00
2.116561372531577945e-04,-1.011616364121437073e-02,2.488030910491943359e+00,1.377312091068397581e+00
3.533267881721258163e-03,-6.594553589820861816e-03,2.282857418060302734e+00,1.381060312829882841e+00
1.499184221029281616e-02,2.336997538805007935e-03,2.078243017196655273e+00,1.374419217895599177e+00
1.399615593254566193e-02,-4.713415633887052536e-03,1.872944951057434082e+00,1.375049033750820104e+00
9.147209115326404572e-03,-1.088354550302028656e-02,1.668271064758300781e+00,1.382186922782545846e+00
7.455972809111699462e-05,-1.405891869217157364e-02,1.463877797126770020e+00,1.378392951406911315e+00
1.387603022158145905e-02,-8.650138974189758301e-03,1.258948802947998047e+00,1.381513938890400084e+00
8.892627665773034096e-04,-3.819295670837163925e-03,1.054070234298706055e+00,1.380226790006170878e+00
3.441210836172103882e-02,-5.158816929906606674e-03,8.581860065460205078e-01,1.346983382486819369e+00
