9.359308332204818726e-02,4.430330172181129456e-02,7.869949936866760254e-01,1.292367928594527982e+00
1.496589742600917816e-02,2.509243553504347801e-03,9.626585841178894043e-01,1.378293829336229459e+00
-2.626797882840037346e-03,4.842203576117753983e-03,1.162927031517028809e+00,1.397842562925081467e+00
-1.490534632466733456e-03,4.497687797993421555e-03,1.363794445991516113e+00,1.388267319190607640e+00
-2.884580753743648529e-03,5.965859629213809967e-03,1.564476013183593750e+00,1.390103049508041089e+00
3.512630239129066467e-03,-7.066586054861545563e-03,1.764578342437744141e+00,1.392699575660195865e+00
-4.044597502797842026e-03,-7.222531829029321671e-03,1.965948462486267090e+00,1.396055952389514632e+00
3.190153045579791069e-03,-9.304237551987171173e-03,2.165862798690795898e+00,1.392398476444297817e+00
-1.318824104964733124e-02,-2.155776694416999817e-02,2.367405414581298828e+00,1.396068104951739830e+00
-6.098171230405569077e-03,-7.491998840123414993e-03,2.567594289779663086e+00,1.400189866686966322e+00
-5.978399422019720078e-03,4.696371888712747023e-06,2.767204046249389648e+00,1.389480159459532960e+00
-9.923544712364673615e-03,7.526589906774461269e-04,2.968272447586059570e+00,1.392495266493328554e+00
8.484141901135444641e-03,6.649207323789596558e-03,3.167780637741088867e+00,1.397346837998933555e+00
-2.117720665410161018e-03,8.798591792583465576e-03,3.368569135665893555e+00,1.389414619375620941e+00
-6.211025756783783436e-04,4.380341619253158569e-03,3.569277048110961914e+00,1.394853748473139587e+00
2.635943936184048653e-03,8.128921501338481903e-03,3.770109653472900391e+00,1.392026741688876967e+00
-3.563612699508666992e-03,1.012117369100451469e-03,3.970618963241577148e+00,1.391798480298703122e+00
6.395936477929353714e-03,5.536660552024841309e-03,4.170809268951416016e+00,1.397801176087136499e+00
-3.192434320226311684e-03,5.931309424340724945e-03,4.371379375457763672e+00,1.392359323099280122e+00
-4.543240182101726532e-03,3.789373440667986870e-03,4.572527885437011719e+00,1.398804975961096542e+00
-7.503639906644821167e-03,1.690227165818214417e-02,4.772117137908935547e+00,1.390159689583295055e+00
-7.514242082834243774e-03,2.751084044575691223e-03,4.972900390625000000e+00,1.390204213574788517e+00
