1.443870849609375000e+02 1.323358306884765625e+02 1.629656829833984375e+02 2.019417918740717077e+00
1.443799285888671875e+02 1.321536102294921875e+02 1.628683013916015625e+02 2.037277988051753752e+00
1.443968811035156250e+02 1.320695495605468750e+02 1.626983184814453125e+02 2.062939404438751012e+00
1.443696289062500000e+02 1.320217895507812500e+02 1.625054473876953125e+02 2.056998756326790190e+00
1.443173065185546875e+02 1.319697723388671875e+02 1.623172912597656250e+02 2.051058108214829812e+00
1.443039398193359375e+02 1.319244842529296875e+02 1.621236572265625000e+02 2.052275673840280756e+00
1.442760467529296875e+02 1.318757171630859375e+02 1.619332427978515625e+02 2.059778728088910604e+00
1.442287750244140625e+02 1.318227691650390625e+02 1.617465057373046875e+02 2.067281782337540008e+00
1.441692504882812500e+02 1.317671356201171875e+02 1.615619659423828125e+02 2.074784836586169412e+00
1.441046142578125000e+02 1.317103118896484375e+02 1.613781433105468750e+02 2.082287890834799260e+00
1.440419921875000000e+02 1.316538085937500000e+02 1.611935577392578125e+02 2.089790945083429108e+00
1.439885406494140625e+02 1.315991210937500000e+02 1.610067138671875000e+02 2.097293999332058512e+00
1.439484100341796875e+02 1.315473175048828125e+02 1.608168640136718750e+02 2.135962376787992945e+00
1.439048614501953125e+02 1.314964447021484375e+02 1.606284484863281250e+02 2.184459523937495540e+00
1.438436889648437500e+02 1.314441375732421875e+02 1.604450988769531250e+02 2.244387311637722426e+00
1.437778930664062500e+02 1.313902893066406250e+02 1.602632446289062500e+02 2.304315099337948869e+00
1.437222442626953125e+02 1.313349304199218750e+02 1.600790405273437500e+02 2.402639812544311138e+00
1.436782989501953125e+02 1.312779083251953125e+02 1.598926086425781250e+02 2.523415066827396025e+00
1.436440582275390625e+02 1.312197418212890625e+02 1.597042999267578125e+02 2.644190321110480912e+00
1.436177368164062500e+02 1.311609954833984375e+02 1.595143737792968750e+02 2.764965575393565800e+00
1.435975341796875000e+02 1.311022796630859375e+02 1.593230590820312500e+02 2.885740829676651131e+00
1.435816040039062500e+02 1.310441741943359375e+02 1.591306304931640625e+02 3.006516083959735575e+00
1.435681915283203125e+02 1.309872436523437500e+02 1.589373168945312500e+02 3.127291338242820906e+00
1.435554504394531250e+02 1.309320983886718750e+02 1.587433624267578125e+02 3.248066592525906238e+00
1.435415954589843750e+02 1.308793029785156250e+02 1.585490264892578125e+02 3.368841846808990681e+00
1.435248107910156250e+02 1.308294525146484375e+02 1.583545532226562500e+02 3.489617101092075124e+00
1.435032958984375000e+02 1.307831268310546875e+02 1.581601715087890625e+02 3.610392355375160900e+00
1.434752502441406250e+02 1.307409057617187500e+02 1.579661560058593750e+02 3.731167609658245787e+00
1.434388427734375000e+02 1.307033691406250000e+02 1.577727355957031250e+02 3.851942863941330231e+00
1.433924560546875000e+02 1.306722869873046875e+02 1.575800781250000000e+02 3.971840765644099935e+00
1.433612365722656250e+02 1.306824493408203125e+02 1.573852539062500000e+02 4.048003209767745858e+00
1.433596801757812500e+02 1.307101135253906250e+02 1.571903533935546875e+02 4.124165653891391337e+00
1.433833770751953125e+02 1.307531738281250000e+02 1.569963989257812500e+02 4.200328098015037703e+00
1.434278717041015625e+02 1.308095397949218750e+02 1.568043518066406250e+02 4.276490542138683182e+00
1.434887084960937500e+02 1.308770904541015625e+02 1.566152191162109375e+02 4.352652986262329549e+00
1.435614471435546875e+02 1.309537506103515625e+02 1.564300079345703125e+02 4.428815430385975027e+00
1.436416625976562500e+02 1.310374298095703125e+02 1.562497100830078125e+02 4.504977874509621394e+00
1.437249450683593750e+02 1.311261291503906250e+02 1.560752258300781250e+02 4.570045421626216076e+00
1.438073730468750000e+02 1.312194976806640625e+02 1.559065704345703125e+02 4.629455207446643072e+00
1.438853759765625000e+02 1.313181915283203125e+02 1.557431640625000000e+02 4.688864993267070957e+00
1.439553680419921875e+02 1.314228668212890625e+02 1.555844116210937500e+02 4.748274779087498843e+00
1.440137481689453125e+02 1.315342102050781250e+02 1.554297027587890625e+02 4.807684564907925839e+00
1.440569458007812500e+02 1.316528930664062500e+02 1.552784423828125000e+02 4.867094350728352836e+00
1.440813751220703125e+02 1.317795867919921875e+02 1.551300354003906250e+02 4.926504136548779833e+00
1.440835113525390625e+02 1.319149169921875000e+02 1.549838867187500000e+02 4.978213306545215211e+00
1.440623626708984375e+02 1.320571594238281250e+02 1.548392639160156250e+02 5.016233340115427097e+00
1.440206146240234375e+02 1.322012176513671875e+02 1.546952972412109375e+02 5.054253373685638095e+00
1.439612579345703125e+02 1.323416748046875000e+02 1.545510711669921875e+02 5.092273407255849094e+00
1.438872680664062500e+02 1.324731750488281250e+02 1.544056854248046875e+02 5.130293440826060980e+00
1.438016204833984375e+02 1.325903472900390625e+02 1.542582550048828125e+02 5.168313474396271978e+00
1.437072906494140625e+02 1.326878051757812500e+02 1.541078643798828125e+02 5.206333507966483864e+00
1.436072692871093750e+02 1.327601623535156250e+02 1.539536132812500000e+02 5.244353541536694863e+00
1.435044555664062500e+02 1.328024291992187500e+02 1.537946472167968750e+02 5.236075656166693904e+00
1.434007568359375000e+02 1.328158111572265625e+02 1.536308288574218750e+02 5.192774156626099646e+00
1.432971649169921875e+02 1.328067474365234375e+02 1.534626159667968750e+02 5.149472657085506277e+00
1.431946716308593750e+02 1.327818603515625000e+02 1.532904968261718750e+02 5.106171157544912020e+00
1.430942840576171875e+02 1.327477416992187500e+02 1.531149291992187500e+02 5.062869658004317763e+00
1.429969787597656250e+02 1.327109832763671875e+02 1.529364013671875000e+02 5.019568158463723506e+00
1.429037475585937500e+02 1.326781921386718750e+02 1.527553863525390625e+02 4.976266658923130137e+00
1.428155822753906250e+02 1.326559600830078125e+02 1.525723876953125000e+02 4.932965159382535880e+00
1.427339477539062500e+02 1.326463470458984375e+02 1.523881988525390625e+02 4.900630548523246865e+00
1.426633911132812500e+02 1.326186828613281250e+02 1.522061004638671875e+02 4.848118851856116684e+00
1.426035919189453125e+02 1.325589447021484375e+02 1.520275878906250000e+02 4.781062248133334691e+00
1.425493011474609375e+02 1.324774322509765625e+02 1.518519439697265625e+02 4.714005644410550033e+00
1.424951629638671875e+02 1.323849792480468750e+02 1.516783599853515625e+02 4.646949040687767152e+00
1.424358215332031250e+02 1.322924652099609375e+02 1.515060729980468750e+02 4.579892436964985158e+00
1.423659210205078125e+02 1.322107238769531250e+02 1.513342590332031250e+02 4.513431868676554437e+00
1.422835540771484375e+02 1.321471405029296875e+02 1.511618804931640625e+02 4.452893964335647325e+00
1.421971588134765625e+02 1.320983886718750000e+02 1.509869232177734375e+02 4.392356059994740214e+00
1.421171722412109375e+02 1.320591125488281250e+02 1.508072509765625000e+02 4.331818155653833102e+00
1.420538330078125000e+02 1.320240783691406250e+02 1.506207885742187500e+02 4.271057065558075294e+00
1.420063323974609375e+02 1.319915618896484375e+02 1.504284667968750000e+02 4.209923320917965839e+00
1.419586791992187500e+02 1.319648895263671875e+02 1.502354431152343750e+02 4.148789576277855495e+00
1.418946075439453125e+02 1.319476013183593750e+02 1.500469512939453125e+02 4.071192920531066406e+00
1.418109893798828125e+02 1.319418945312500000e+02 1.498645477294921875e+02 3.982547319511709816e+00
1.417148742675781250e+02 1.319489746093750000e+02 1.496869354248046875e+02 3.893901718492353226e+00
1.416135711669921875e+02 1.319699401855468750e+02 1.495127868652343750e+02 3.805256117472996635e+00
1.415144042968750000e+02 1.320059509277343750e+02 1.493407440185546875e+02 3.716610516453638713e+00
1.414231719970703125e+02 1.320572967529296875e+02 1.491696472167968750e+02 3.653504243380699457e+00
1.413388366699218750e+02 1.321204376220703125e+02 1.489991455078125000e+02 3.591365724677039406e+00
1.412585144042968750e+02 1.321908111572265625e+02 1.488291320800781250e+02 3.529227205973378911e+00
1.411792907714843750e+02 1.322638244628906250e+02 1.486595306396484375e+02 3.467088687269718861e+00
1.410982666015625000e+02 1.323348999023437500e+02 1.484902191162109375e+02 3.404950168566058810e+00
1.410125274658203125e+02 1.323994750976562500e+02 1.483211059570312500e+02 3.342811649862398315e+00
1.409193115234375000e+02 1.324547882080078125e+02 1.481526489257812500e+02 3.289472906642116445e+00
1.408285675048828125e+02 1.325299530029296875e+02 1.479909820556640625e+02 3.253311090115288629e+00
1.407698059082031250e+02 1.325878295898437500e+02 1.478104095458984375e+02 3.196549841889227750e+00
1.407325134277343750e+02 1.326269531250000000e+02 1.476150207519531250e+02 3.139788593663165983e+00
1.406985168457031250e+02 1.326592102050781250e+02 1.474168701171875000e+02 3.089306100469879190e+00
1.406552886962890625e+02 1.326896972656250000e+02 1.472233734130859375e+02 3.069577264347567613e+00
1.406040802001953125e+02 1.327068786621093750e+02 1.470305633544921875e+02 3.049848428225256924e+00
1.405469970703125000e+02 1.327017364501953125e+02 1.468347167968750000e+02 3.020639105719860940e+00
1.404810638427734375e+02 1.326859893798828125e+02 1.466402130126953125e+02 2.991297800098260851e+00
1.404020080566406250e+02 1.326767272949218750e+02 1.464534912109375000e+02 2.961956494476660318e+00
1.403055114746093750e+02 1.326910858154296875e+02 1.462810211181640625e+02 2.932615188855060229e+00
1.401900634765625000e+02 1.327402954101562500e+02 1.461263122558593750e+02 2.895204878022955786e+00
1.400768280029296875e+02 1.327851257324218750e+02 1.459680480957031250e+02 2.869746946594273318e+00
1.399700469970703125e+02 1.328173980712890625e+02 1.458020935058593750e+02 2.844289015165592183e+00
1.398677368164062500e+02 1.328413238525390625e+02 1.456308746337890625e+02 2.818831083736910159e+00
1.397679443359375000e+02 1.328611602783203125e+02 1.454567565917968750e+02 2.793373152308228136e+00
1.396687011718750000e+02 1.328811645507812500e+02 1.452821350097656250e+02 2.767915220879546556e+00
1.395680236816406250e+02 1.329055938720703125e+02 1.451093902587890625e+02 2.742457289450864533e+00
1.394639892578125000e+02 1.329386596679687500e+02 1.449409179687500000e+02 2.716999358022182509e+00
1.393545989990234375e+02 1.329846496582031250e+02 1.447790985107421875e+02 2.691541426593500930e+00
1.392452087402343750e+02 1.330380706787109375e+02 1.446196899414062500e+02 2.688306752565801538e+00
1.391416320800781250e+02 1.330887298583984375e+02 1.444540557861328125e+02 2.686153863118128982e+00
1.390422973632812500e+02 1.331530456542968750e+02 1.442949981689453125e+02 2.675485327191509111e+00
1.389806671142578125e+02 1.331520233154296875e+02 1.441062469482421875e+02 2.568019059518011016e+00
1.389236145019531250e+02 1.331742553710937500e+02 1.439189453125000000e+02 2.443817220198541751e+00
1.389094238281250000e+02 1.332104339599609375e+02 1.437185363769531250e+02 2.318063569646068522e+00
1.388549652099609375e+02 1.332390899658203125e+02 1.435285186767578125e+02 2.196971938076487163e+00
1.387555236816406250e+02 1.332706909179687500e+02 1.433577270507812500e+02 2.121972690189017019e+00
1.386394195556640625e+02 1.333123321533203125e+02 1.431991729736328125e+02 2.051195263894792564e+00
1.385169067382812500e+02 1.333571166992187500e+02 1.430452880859375000e+02 1.980417837600566777e+00
1.383982543945312500e+02 1.333980712890625000e+02 1.428884887695312500e+02 1.909640411306342322e+00
1.382936248779296875e+02 1.334282073974609375e+02 1.427212829589843750e+02 1.845178318105345827e+00
1.382037048339843750e+02 1.334370269775390625e+02 1.425417022705078125e+02 1.799671768188540799e+00
1.381208648681640625e+02 1.334221954345703125e+02 1.423563690185546875e+02 1.762356650060043162e+00
1.380581665039062500e+02 1.334170989990234375e+02 1.421687622070312500e+02 1.725041531931545524e+00
1.380276336669921875e+02 1.334522857666015625e+02 1.419812011718750000e+02 1.691144815215505304e+00
1.380217742919921875e+02 1.335217132568359375e+02 1.417938690185546875e+02 1.657367631353293014e+00
